annotation_id,annotator,categories,comment,created_at,id,lead_time,rating,updated_at,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
790,1,Понравилось выполнение заявки,спасибо вам,2025-05-17T06:09:51.183873Z,4228815,3.81,5,2025-05-17T06:09:51.183873Z,0,0,0,0,1
791,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",специалист отличный вежливый и быстро сделал я очень довольна,2025-05-17T06:10:01.062422Z,4228768,9.067,5,2025-05-17T06:10:01.062422Z,0,0,1,1,0
792,1,"{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",все работает как надо спасибо,2025-05-17T06:10:08.968665Z,4228524,6.986,5,2025-05-17T06:10:08.968665Z,0,1,0,0,1
793,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",быстро решили проблему электрики пришли почти сразу после заявки спасибо большое,2025-05-17T06:10:23.584800Z,4228491,13.805,5,2025-05-17T06:10:23.584800Z,0,0,1,1,0
794,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",здравствуйте спасибо огромное специалистам за быстрый ответ и решение нашей проблемы,2025-05-17T06:10:34.737773Z,4228481,10.231,5,2025-05-17T06:10:34.737773Z,0,0,1,1,0
795,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",спасибо мастеру все быстро сделал,2025-05-17T06:10:38.503234Z,4228457,2.947,5,2025-05-17T06:10:38.503234Z,0,0,1,1,0
796,1,Нравится скорость отработки заявок,оперативно и быстро супер всегда бы так,2025-05-17T06:10:42.469380Z,4228411,3.113,5,2025-05-17T06:10:42.469380Z,0,0,0,1,0
797,1,Другое,устное разрешение на установку кодового замка получено после установки сообщим код в управляющую компанию спасибо,2025-05-17T06:11:24.934546Z,4228313,41.614,5,2025-05-17T06:11:24.934546Z,0,0,0,0,0
798,1,Другое,детализация предоставлена с была закащана с просьба выдать на все месяцы года,2025-05-17T06:11:33.394306Z,4228280,7.613,5,2025-05-17T06:11:33.394306Z,0,0,0,0,0
799,1,Другое,слишком часто ломаются лифты,2025-05-17T06:11:38.249591Z,4227944,3.95,5,2025-05-17T06:11:38.249591Z,0,0,0,0,0
800,1,Вопрос решен,все замечательно,2025-05-17T06:11:41.428063Z,4227915,2.29,5,2025-05-17T06:11:41.428063Z,1,0,0,0,0
801,1,Вопрос решен,спасибо большое за помощь в решении вопроса,2025-05-17T06:11:47.244487Z,4227850,5.013,5,2025-05-17T06:11:47.245559Z,1,0,0,0,0
802,1,Нравится скорость отработки заявок,на этот раз быстро отключили спасибо,2025-05-17T06:11:52.473122Z,4227759,4.315,5,2025-05-17T06:11:52.473122Z,0,0,0,1,0
803,1,Нравится скорость отработки заявок,оценка за оперативность отлично за уборку хорошо спасибо,2025-05-17T06:12:01.826079Z,4227554,8.515,5,2025-05-17T06:12:01.826079Z,0,0,0,1,0
804,1,Другое,приходила в ук мне сказали за деньги купить себе новый ключ на каком основании выдали не рабочие и теперь платя за домофон я ещё и ключи должна покупать соседям дали бесплатно,2025-05-17T06:12:19.123342Z,4227480,16.478,5,2025-05-17T06:12:19.123342Z,0,0,0,0,0
805,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",огромное спасибо вопрос был решен быстро специалист профессионал в своем деле,2025-05-17T06:12:27.442380Z,4227035,7.387,5,2025-05-17T06:12:27.442380Z,0,0,1,1,0
806,1,Вопрос решен,починили,2025-05-17T06:12:31.597402Z,4226978,3.315,5,2025-05-17T06:12:31.597402Z,1,0,0,0,0
807,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",спасибо что быстро отреагировали проблема решена,2025-05-17T06:12:37.951212Z,4226802,5.498,5,2025-05-17T06:12:37.951212Z,1,0,0,1,0
808,1,Нравится скорость отработки заявок,спасибо большое оперативно,2025-05-17T06:12:42.161062Z,4226768,3.393,5,2025-05-17T06:12:42.161062Z,0,0,0,1,0
809,1,Нравится скорость отработки заявок,приятно удивлена вопрос решился менее чем за сутки спасибо так красиво теперь и ничего не отравляет воздух и не портит вид,2025-05-17T06:12:55.164818Z,4226734,12.116,5,2025-05-17T06:12:55.164818Z,0,0,0,1,0
810,1,Понравилось выполнение заявки,все прекрасно спасибо,2025-05-17T06:12:58.543908Z,4226718,2.48,5,2025-05-17T06:12:58.543908Z,0,0,0,0,1
811,1,Нравится скорость отработки заявок,спасибо всё быстро устранено,2025-05-17T06:13:06.053380Z,4226706,6.607,5,2025-05-17T06:13:06.053380Z,0,0,0,1,0
812,1,Другое,здорово что подсказали не за что бы сам не догадался,2025-05-17T06:13:20.211355Z,4226692,13.222,5,2025-05-17T06:13:20.211355Z,0,0,0,0,0
813,1,Нравится качество работы сотрудников,спасибо куприянову и и,2025-05-17T06:13:26.059817Z,4226652,4.803,5,2025-05-17T06:13:26.059817Z,0,0,1,0,0
814,1,Нравится качество работы сотрудников,спасибо большое что есть специалисты в ук которым небезразлично спасибо куприянову и и,2025-05-17T06:13:37.515675Z,4226636,10.536,5,2025-05-17T06:13:37.515675Z,0,0,1,0,0
815,1,Другое,сами устранили,2025-05-17T06:13:50.762348Z,4226465,12.357,5,2025-05-17T06:13:50.762348Z,0,0,0,0,0
816,1,Нравится скорость отработки заявок,быстро исправили причину шума щитка спасибо за оперативность,2025-05-17T06:13:59.458996Z,4226443,7.844,5,2025-05-17T06:13:59.458996Z,0,0,0,1,0
817,1,Понравилось выполнение заявки,спасибо большое за разъяснения теперь все ясно и понятно,2025-05-17T06:14:08.677916Z,4226268,8.302,5,2025-05-17T06:14:08.677916Z,0,0,0,0,1
818,1,Нравится скорость отработки заявок,оперативно отреагировали быстро сделали спасибо,2025-05-17T06:14:12.972164Z,4226175,3.47,5,2025-05-17T06:14:12.972164Z,0,0,0,1,0
819,1,Другое,спасибо скажите пожалуйста на андроид откуда можно скачать данное приложение не получается пишет что не поддерживается,2025-05-17T06:14:26.587054Z,4226089,12.716,5,2025-05-17T06:14:26.587054Z,0,0,0,0,0
820,1,Нравится скорость отработки заявок,спасибо за скорость работы,2025-05-17T06:14:30.352722Z,4225989,2.851,5,2025-05-17T06:14:30.352722Z,0,0,0,1,0
821,1,Другое,стулья привезли а зеркало нет,2025-05-17T06:14:36.536414Z,4225811,5.347,5,2025-05-17T06:14:36.536414Z,0,0,0,0,0
822,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",сантехник пришёл всё сделал,2025-05-17T06:14:44.107452Z,4225753,6.642,5,2025-05-17T06:14:44.107452Z,0,0,1,1,0
823,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",спасибо александр все оперативно выполнил очень внимательно и уважительно исполнил заказ,2025-05-17T06:14:53.369200Z,4225724,8.43,5,2025-05-17T06:14:53.369200Z,0,0,1,1,0
824,1,Вопрос решен,спасибо жду перерасчет,2025-05-17T06:15:00.677572Z,4225635,6.002,5,2025-05-17T06:15:00.677572Z,1,0,0,0,0
825,1,Нравится скорость отработки заявок,очень оперативно решили вопрос спасибо,2025-05-17T06:15:03.857209Z,4225626,2.22,5,2025-05-17T06:15:03.857209Z,0,0,0,1,0
826,1,Вопрос решен,красавчеги,2025-05-17T06:15:08.476561Z,4225575,3.767,5,2025-05-17T06:15:08.476561Z,1,0,0,0,0
827,1,Вопрос решен,спасибо все устранено,2025-05-17T06:15:11.827501Z,4225435,2.464,5,2025-05-17T06:15:11.827501Z,1,0,0,0,0
828,1,Нравится скорость отработки заявок,пришли очень оперативно,2025-05-17T06:15:21.440874Z,4225170,8.734,5,2025-05-17T06:15:21.440874Z,0,0,0,1,0
829,1,Вопрос решен,мы сами устранили,2025-05-17T06:15:30.610738Z,4225103,8.265,5,2025-05-17T06:15:30.610738Z,1,0,0,0,0
830,1,Нравится качество работы сотрудников,отличный аккуратный специалист,2025-05-17T06:15:42.322095Z,4225040,10.889,5,2025-05-17T06:15:42.322095Z,0,0,1,0,0
831,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",всё было сделано быстро и качественно огромное спасибо мастеру,2025-05-17T06:15:46.925145Z,4225032,3.725,5,2025-05-17T06:15:46.925145Z,0,1,1,1,0
832,1,Нравится качество работы сотрудников,супер мастер,2025-05-17T06:15:49.927451Z,4224936,2.155,5,2025-05-17T06:15:49.927451Z,0,0,1,0,0
833,1,Вопрос решен,мерси,2025-05-17T06:15:57.671794Z,4224874,6.817,5,2025-05-17T06:15:57.671794Z,1,0,0,0,0
834,1,Вопрос решен,спасибо большое за решение вопроса,2025-05-17T06:16:02.727577Z,4224703,4.156,5,2025-05-17T06:16:02.727577Z,1,0,0,0,0
835,1,Вопрос решен,спасибо всё исправили,2025-05-17T06:16:06.309114Z,4224664,2.695,5,2025-05-17T06:16:06.309114Z,1,0,0,0,0
836,1,Другое,спасибо все поняла,2025-05-17T06:16:11.500150Z,4224554,4.28,5,2025-05-17T06:16:11.500150Z,0,0,0,0,0
837,1,Другое,жаль не с первого раза звонков,2025-05-17T06:16:17.443478Z,4224482,5.066,5,2025-05-17T06:16:17.443478Z,0,0,0,0,0
838,1,Другое,просьба очищать своевременн не дожидаясь заявок,2025-05-17T06:16:25.000961Z,4224118,6.635,5,2025-05-17T06:16:25.000961Z,0,0,0,0,0
839,1,Другое,мастер отключил колонку оповещения от сети пищать перестала но и оповещать не будет,2025-05-17T06:16:47.034071Z,4224033,21.117,5,2025-05-17T06:16:47.034071Z,0,0,0,0,0
840,1,Вопрос решен,нашли причину,2025-05-17T06:16:50.584259Z,4224005,2.69,5,2025-05-17T06:16:50.584259Z,1,0,0,0,0
841,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",оперативно удобно,2025-05-17T06:16:55.681556Z,4223977,4.224,5,2025-05-17T06:16:55.681556Z,1,0,0,1,0
842,1,Вопрос решен,все отлично выявили проблему,2025-05-17T06:17:01.320415Z,4223959,4.635,5,2025-05-17T06:17:01.320415Z,1,0,0,0,0
843,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",спасибо большое всё очень оперативно приятно когда нас слышат и понимают всего доброго,2025-05-17T06:17:08.652124Z,4223869,6.375,5,2025-05-17T06:17:08.652124Z,0,0,0,1,1
844,1,Другое,всю ночь стоят палеты и стеллажи у подъезда,2025-05-17T06:17:16.153210Z,4223859,6.638,5,2025-05-17T06:17:16.153210Z,0,0,0,0,0
845,1,Другое,ответа на вопрос нет,2025-05-17T06:17:19.614007Z,4223800,2.594,5,2025-05-17T06:17:19.614007Z,0,0,0,0,0
846,1,Вопрос решен,благодарю вас,2025-05-17T06:17:22.708916Z,4223719,2.092,5,2025-05-17T06:17:22.708916Z,1,0,0,0,0
847,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",сантехник пришел в день об обращения вопрос решен на месте спасибо за оперативность,2025-05-17T06:17:51.679503Z,4223661,28.028,5,2025-05-17T06:17:51.679503Z,0,0,1,1,0
848,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",быстро спасибо,2025-05-17T06:18:00.604593Z,4223587,8.017,5,2025-05-17T06:18:00.604593Z,1,0,0,1,0
849,1,Нравится скорость отработки заявок,оперативно заменили и опломбировали спасибо,2025-05-17T06:18:04.641813Z,4223388,3.084,5,2025-05-17T06:18:04.641813Z,0,0,0,1,0
850,1,Вопрос решен,классно,2025-05-17T06:18:08.400637Z,4223285,2.884,5,2025-05-17T06:18:08.400637Z,1,0,0,0,0
851,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",ремонтные работы по данной заявке выполнены в полном объеме и в кратчайшие сроки,2025-05-17T06:18:26.638796Z,4223272,17.368,5,2025-05-17T06:18:26.638796Z,0,1,0,1,0
852,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",всё сделали хорошо и быстро,2025-05-17T06:18:30.798996Z,4223241,3.218,5,2025-05-17T06:18:30.798996Z,0,1,0,1,0
853,1,Другое,мне нужно присутствовать при съеме контрольных показаний счетчики все в коридоре возможно вызов в выход дни,2025-05-17T06:18:39.018479Z,4223153,7.268,5,2025-05-17T06:18:39.019477Z,0,0,0,0,0
854,1,Нравится скорость отработки заявок,быстро и оперативно помогли решить вопрос,2025-05-17T06:18:42.925075Z,4223142,2.957,5,2025-05-17T06:18:42.925075Z,0,0,0,1,0
855,1,Нравится скорость отработки заявок,спасибо быстро освободили,2025-05-17T06:18:47.359621Z,4223029,3.46,5,2025-05-17T06:18:47.359621Z,0,0,0,1,0
856,1,"{""choices"":[""Нравится качество работы сотрудников"",""Другое""]}",электрик смог настроить свет в коридоре удаленно с помощью отключения электричества в квартире правда после этого снова отвалился интернет и снова в пятницу придет монтажник настраивать роутер а после прошлого посещения монтажника свет в коридоре и закончился,2025-05-17T06:19:12.603187Z,4222957,24.391,5,2025-05-17T06:19:12.603187Z,0,0,1,0,0
857,1,Вопрос решен,тяп ляп ну ладно тут везде так,2025-05-17T06:19:19.134282Z,4222777,5.585,5,2025-05-17T06:19:19.134282Z,1,0,0,0,0
858,1,Вопрос решен,спасибо вижу счетчики в приложении,2025-05-17T06:19:24.007636Z,4222690,3.762,5,2025-05-17T06:19:24.007636Z,1,0,0,0,0
859,1,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",сергей настоящий профи все четко и по делу очень рада что именно ему досталась наша заявка спасибо,2025-05-17T06:19:46.421099Z,4222643,21.365,5,2025-05-17T06:19:46.421099Z,0,1,1,0,0
860,1,Нравится качество работы сотрудников,очень вежливый контактный мастер только положительные впечатления от подхода к работе и ее выполнению,2025-05-17T06:19:56.820517Z,4222607,9.436,5,2025-05-17T06:19:56.820517Z,0,0,1,0,0
861,1,Другое,а кто заявку подавал я не подвала или это автоматически,2025-05-17T06:20:02.093912Z,4222565,4.249,5,2025-05-17T06:20:02.093912Z,0,0,0,0,0
862,1,Вопрос решен,профессионал все решили,2025-05-17T06:20:08.593371Z,4222446,5.529,5,2025-05-17T06:20:08.593371Z,1,0,0,0,0
863,1,Нравится качество работы сотрудников,спасибо мастеру за работу,2025-05-17T06:20:11.603734Z,4222362,2.128,5,2025-05-17T06:20:11.603734Z,0,0,1,0,0
864,1,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",сантехник андрей качественно выполнил свою работу,2025-05-17T06:20:17.254468Z,4222340,4.611,5,2025-05-17T06:20:17.254468Z,0,1,1,0,0
865,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",быстрое решение спасибо руслану,2025-05-17T06:20:23.347484Z,4222299,5.14,5,2025-05-17T06:20:23.347484Z,0,0,1,1,0
866,1,Вопрос решен,всё отлично решили всё,2025-05-17T06:20:28.898097Z,4222276,4.347,5,2025-05-17T06:20:28.898097Z,1,0,0,0,0
867,1,Другое,не вписан ещё один человек,2025-05-17T06:20:36.122513Z,4222274,6.29,5,2025-05-17T06:20:36.122513Z,0,0,0,0,0
868,1,Нравится скорость отработки заявок,спасибо за быстрое решение,2025-05-17T06:20:40.120906Z,4222082,3.101,5,2025-05-17T06:20:40.120906Z,0,0,0,1,0
869,1,Вопрос решен,спасибо большое за помощь,2025-05-17T06:20:45.805180Z,4222023,4.839,5,2025-05-17T06:20:45.805180Z,1,0,0,0,0
870,1,Другое,очень часто ломается,2025-05-17T06:20:51.101206Z,4221927,4.332,5,2025-05-17T06:20:51.101206Z,0,0,0,0,0
871,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",спасибо очень быстро решили вопрос по заявке,2025-05-17T06:20:57.832689Z,4221917,5.799,5,2025-05-17T06:20:57.832689Z,0,0,0,1,1
872,1,Другое,где можно посмотреть прайс на услуги ваших электриков что за инкогнито цены которые мне потом озвучивают,2025-05-17T06:21:06.890368Z,4221772,8.079,5,2025-05-17T06:21:06.890368Z,0,0,0,0,0
873,1,Другое,надо что то делать родители говорят что больше не придут в гости потому что лифт постоянно не работает,2025-05-17T06:21:15.083786Z,4221569,7.215,5,2025-05-17T06:21:15.083786Z,0,0,0,0,0
874,1,Другое,ну надо что то делать как быть дальше если постоянно лифт выходит из строя,2025-05-17T06:21:21.673503Z,4221567,5.723,5,2025-05-17T06:21:21.673503Z,0,0,0,0,0
875,1,Другое,давайте уде чинить грузовой лифт его про отключили и не чинят очередь га лифт и пассажирский лифт ломается раз в два дня делайте уже что нибудь,2025-05-17T06:21:36.391798Z,4221565,13.776,5,2025-05-17T06:21:36.391798Z,0,0,0,0,0
876,1,Нравится скорость отработки заявок,быстро отреагировали,2025-05-17T06:21:39.924888Z,4221447,2.637,5,2025-05-17T06:21:39.924888Z,0,0,0,1,0
877,1,Вопрос решен,сняла одну звезду за молчаливое закрытие заявки а так действительно пришла домой свет уже был,2025-05-17T06:21:50.011711Z,4221334,9.168,5,2025-05-17T06:21:50.011711Z,1,0,0,0,0
878,1,Другое,не отображаются счета на оплату,2025-05-17T06:21:56.522275Z,4221099,5.56,5,2025-05-17T06:21:56.522275Z,0,0,0,0,0
879,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",большое спасибо все починили очень оперативно,2025-05-17T06:22:02.393187Z,4221077,4.967,5,2025-05-17T06:22:02.393187Z,1,0,0,1,0
880,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",благодарю ростислава быстро и качественно заменил резинку манжету в стиральной машине,2025-05-17T06:22:14.770752Z,4220856,11.457,5,2025-05-17T06:22:14.770752Z,0,1,1,1,0
881,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",прекрасный мастер все оперативно решил благодарю,2025-05-17T06:22:29.812395Z,4220642,14.043,5,2025-05-17T06:22:29.812395Z,0,0,1,1,0
882,1,Другое,здравствуйте когда будет видна оплата платили по реквизитам,2025-05-17T06:22:36.148321Z,4220445,5.369,5,2025-05-17T06:22:36.148321Z,0,0,0,0,0
883,1,Нравится скорость отработки заявок,спасибо за оперативность за быструю обратную связь,2025-05-17T06:22:40.766901Z,4220372,3.668,5,2025-05-17T06:22:40.766901Z,0,0,0,1,0
884,1,Другое,сегодня после обеда буду по данному адрпесу прошу электрика связаться со мной,2025-05-17T06:22:48.923636Z,4220321,7.142,5,2025-05-17T06:22:48.923636Z,0,0,0,0,0
885,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",быстро оперативно сотрудник прибыл как по таймеру спасибо,2025-05-17T06:24:10.874502Z,4220220,80.97,5,2025-05-17T06:24:10.874502Z,0,0,1,1,0
886,1,Другое,долго ехали сигнализация орала несколько часов невозможно нормально работать и жить когда под ухом без перерыва несколько часов голосит сигнализация,2025-05-17T06:24:23.673138Z,4220012,11.809,5,2025-05-17T06:24:23.673138Z,0,0,0,0,0
887,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",благодарю вопрос был оперативно решен,2025-05-17T06:24:28.202907Z,4219996,3.519,5,2025-05-17T06:24:28.202907Z,1,0,0,1,0
888,1,Вопрос решен,все четко сделал,2025-05-17T06:24:32.585726Z,4219789,3.341,5,2025-05-17T06:24:32.585726Z,1,0,0,0,0
889,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",доводчик заменили в тот же день спасибо,2025-05-17T06:24:39.303312Z,4219754,5.832,5,2025-05-17T06:24:39.303312Z,1,0,0,1,0
890,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",быстро и качественно,2025-05-17T06:24:42.547161Z,4219670,2.181,5,2025-05-17T06:24:42.547161Z,0,1,0,1,0
891,1,Другое,счет оплачен квитанция выслана вам в чате,2025-05-17T06:24:49.220123Z,4219646,5.722,5,2025-05-17T06:24:49.220123Z,0,0,0,0,0
892,1,Нравится скорость отработки заявок,оперативно все исправили,2025-05-17T06:24:53.448357Z,4219625,3.273,5,2025-05-17T06:24:53.448357Z,0,0,0,1,0
893,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",спасибо мастеру починил всё быстро и профессионально поставил новый доводчик дверь теперь закрывается теплопотерь нет,2025-05-17T06:25:00.167557Z,4219518,5.731,5,2025-05-17T06:25:00.167557Z,0,0,1,1,0
894,1,Понравилось выполнение заявки,спасибо большое что услышали убрали возле мусор теперь хоть рядом с банками бросать не будут люди мусор,2025-05-17T06:25:12.016158Z,4219489,10.886,5,2025-05-17T06:25:12.016158Z,0,0,0,0,1
895,1,Нравится скорость отработки заявок,за оперативность спасибо большое,2025-05-17T06:25:16.192922Z,4219427,3.171,5,2025-05-17T06:25:16.192922Z,0,0,0,1,0
896,1,Нравится качество работы сотрудников,огромное спасибо специалистам,2025-05-17T06:25:22.825677Z,4219422,5.638,5,2025-05-17T06:25:22.826660Z,0,0,1,0,0
897,1,Нравится качество работы сотрудников,электрик все отлично объяснил и помог устранить проблему очень профессионально молодец,2025-05-17T06:26:00.554862Z,4219378,36.829,5,2025-05-17T06:26:00.554862Z,0,0,1,0,0
898,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",хоть фото не этого места но подтверждаю что работа выполнена и главное выполнена оперативно,2025-05-17T06:26:09.766873Z,4219364,8.178,5,2025-05-17T06:26:09.766873Z,1,0,0,1,0
899,1,Другое,было бы удобнее если сразу дали ссылку или название раздела где эту заявку оформить потому что в приложении очень неудобно искать где подать эту заявку чёрт ногу сломит,2025-05-17T06:26:29.278098Z,4219359,18.562,5,2025-05-17T06:26:29.278098Z,0,0,0,0,0
900,1,Нравится скорость отработки заявок,спасибо оперативно получены по электронной почте,2025-05-17T06:26:36.062473Z,4219271,5.791,5,2025-05-17T06:26:36.062473Z,0,0,0,1,0
901,1,Нравится скорость отработки заявок,благодарю за быстрый ответ,2025-05-17T06:26:39.662942Z,4219270,2.623,5,2025-05-17T06:26:39.662942Z,0,0,0,1,0
902,1,Нравится скорость отработки заявок,большое спасибо за оперативную работу,2025-05-17T06:26:43.203153Z,4219268,2.538,5,2025-05-17T06:26:43.203153Z,0,0,0,1,0
903,1,Другое,моя ошибка,2025-05-17T06:26:46.468187Z,4219232,2.301,5,2025-05-17T06:26:46.468187Z,0,0,0,0,0
904,1,Нравится скорость отработки заявок,оперативно большое спасибо,2025-05-17T06:26:50.056760Z,4219218,2.621,5,2025-05-17T06:26:50.056760Z,0,0,0,1,0
905,1,Другое,зеркало не было подключено к проводке пои замене в прошлом году что теперь делать не известно заведу новую заявку на замену зеркала,2025-05-17T06:27:04.341281Z,4219139,13.326,5,2025-05-17T06:27:04.341281Z,0,0,0,0,0
906,1,Другое,прошу перенести урну от подъезда чтобы у людей не было собоазна поставить туда свой бытовой мусор,2025-05-17T06:27:15.541401Z,4218988,9.88,5,2025-05-17T06:27:15.541401Z,0,0,0,0,0
907,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",электрик справился с проблемой за минут молодец,2025-05-17T06:27:24.014743Z,4218908,7.416,5,2025-05-17T06:27:24.014743Z,0,0,1,1,0
908,1,Нравится скорость отработки заявок,очень оперативно решили проблему и восстановили освещение в холле,2025-05-17T06:27:28.463556Z,4218859,3.325,5,2025-05-17T06:27:28.463556Z,0,0,0,1,0
909,1,Нравится скорость отработки заявок,большое спасибо быстро исправили,2025-05-17T06:27:32.399477Z,4218817,2.945,5,2025-05-17T06:27:32.399477Z,0,0,0,1,0
910,1,Вопрос решен,лифт работает,2025-05-17T06:27:36.584507Z,4218759,3.254,5,2025-05-17T06:27:36.584507Z,1,0,0,0,0
911,1,Нравится скорость отработки заявок,большое спасибо очень быстро исправили,2025-05-17T06:27:41.258238Z,4218754,3.651,5,2025-05-17T06:27:41.258238Z,0,0,0,1,0
912,1,Другое,ответ получен на один вопрос из двух второй вопрос просто проигнорирован,2025-05-17T06:27:47.963385Z,4218747,5.813,5,2025-05-17T06:27:47.963385Z,0,0,0,0,0
913,1,Нравится качество работы сотрудников,замечательный сантехник который правда помогает очень приятный и воспитанный мужчина,2025-05-17T06:27:57.550083Z,4218724,8.605,5,2025-05-17T06:27:57.550083Z,0,0,1,0,0
914,1,Вопрос решен,больше спасибо всё работает,2025-05-17T06:28:02.263823Z,4218607,3.781,5,2025-05-17T06:28:02.263823Z,1,0,0,0,0
915,1,Другое,ничего не выполнено не пишите х подобный бардак как в ук пригорода вижу впервые,2025-05-17T06:28:11.997469Z,4218476,8.705,5,2025-05-17T06:28:11.997469Z,0,0,0,0,0
916,1,Нравится качество работы сотрудников,спасибо большое электрику,2025-05-17T06:28:15.251324Z,4218453,2.27,5,2025-05-17T06:28:15.251324Z,0,0,1,0,0
917,1,Другое,сделанно не аккуратно торчат резинки,2025-05-17T06:28:22.208546Z,4218409,5.902,5,2025-05-17T06:28:22.208546Z,0,0,0,0,0
918,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",подача тепла возобновилась в короткие сроки,2025-05-17T06:28:30.717638Z,4218310,7.501,5,2025-05-17T06:28:30.717638Z,0,0,0,1,1
919,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",благодарю за оперативность проведённой работы,2025-05-17T06:28:38.038050Z,4218282,6.279,5,2025-05-17T06:28:38.038050Z,0,0,0,1,1
920,1,Вопрос решен,прогресс,2025-05-17T06:28:42.507929Z,4218253,3.409,5,2025-05-17T06:28:42.507929Z,1,0,0,0,0
921,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",оперативно проведена консультация и проблема была устранена огромное спасибо,2025-05-17T06:28:50.128941Z,4218135,6.63,5,2025-05-17T06:28:50.128941Z,0,0,0,1,1
922,1,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}",спасибо большое оперативно устранили течь по стояку в ванной,2025-05-17T06:28:55.017752Z,4218027,3.838,5,2025-05-17T06:28:55.017752Z,1,0,0,1,0
923,1,Другое,сумма которую я должна заплатить за коммунальные услуги сохранилась рублей когда данная сумма уменьшится на перенесенную рублей и,2025-05-17T06:29:08.219879Z,4218008,12.192,5,2025-05-17T06:29:08.219879Z,0,0,0,0,0
924,1,Другое,какой акт выполненных работ мы должны предоставить ремонт делали сами,2025-05-17T06:29:15.172117Z,4218004,5.938,5,2025-05-17T06:29:15.172117Z,0,0,0,0,0
925,1,Вопрос решен,спасибо вам огромное,2025-05-17T06:29:18.605044Z,4217998,2.471,5,2025-05-17T06:29:18.605044Z,1,0,0,0,0
926,1,Другое,я звонила и сообщила что мне нужен перерасчет так как в декабре прошло оплаты на сумму больше оплаты,2025-05-17T06:29:28.732691Z,4217911,8.906,5,2025-05-17T06:29:28.732691Z,0,0,0,0,0
927,1,Нравится скорость отработки заявок,спасибо за быструю реакцию и решение проблемы,2025-05-17T06:29:33.088265Z,4217635,3.363,5,2025-05-17T06:29:33.088265Z,0,0,0,1,0
928,1,Нравится скорость отработки заявок,быстро отреагировали спасибо,2025-05-17T06:29:36.221233Z,4217631,2.094,5,2025-05-17T06:29:36.221233Z,0,0,0,1,0
929,1,Другое,а можно фото акта скинуть,2025-05-17T06:29:40.055754Z,4217568,2.734,5,2025-05-17T06:29:40.055754Z,0,0,0,0,0
